name,locations
"prisoner's delight","The Thousand Maws of Toto-Rak"
"Profane Fafnir follower","The Chancel"
"Progenitor","Incubator 66"
"Progenitrix","Incubator 66"
"Prometheus","Impact Crater"
"proterosuchus","Weathering"
"Proto Ultima arm unit","Magitek Research"
"proto-chimera","Incubator Transport"
"proto-naga","Beta Quadrant"
"proto-noctilucale","The Diadem"
"prototype bit","The Chamber of Knowledge"
"prototype death claw","The Chamber of Knowledge"
"Provenance Watcher","The Crystal Dragon's Bloom"
"psammead","Timh Gyeus"
"pseudo sprite","Middle Floors"
"Psoglav","Old Bozja"
"psycheflayer","The Gier Hall"
"pteroc","The Long Climb"
"pteroc matron","Dragonhead"
"pteroc pointer","The Wanderer's Palace (Hard)"
"Pterygotus","The Dravanian Forelands"
"pug pugil","The Wanderer's Palace"
"puk hatchling","Summerford;Western Thanalan;Skull Valley"
"Pukla Puki the Pomburner","Thornmarch"
"Pukna Pako the Tailturner","Thornmarch"
"Puksi Piko the Shaggysong","Thornmarch"
"Pulxio of the Short Gale","The Seedbed"
"pumice golem","Alder Springs"
"purbol","The Sea of Blades"
"pure energy","Boulder Downs"
"pure white flame","West Flamerock"
"puroboros","Hall of the Savage"
"purple bavarois","The Final Ease"
"purple laver","Bronze Lake"
"purulent abscess","The Wanderer's Palace (Hard)"
"purulent pustule","The Wanderer's Palace (Hard)"
"pus gnat","Nine Ivies;East Shroud"
"putrid passenger","Freight Car"
"Pylraster","The Dravanian Forelands"
"Pyracmon","Halatali (Hard) (Zone)"
"pyrite coblyn","Hammerlea;The Footfalls"
"Pyros apanda","Northeastern Ice Needles"
"Pyros bhoot","Flurry;Northeastern Ice Needles"
"Pyros bombfish","West Flamerock"
"Pyros chelone","Northeastern Ice Needles"
"Pyros coeurl","Flurry"
"Pyros crab","West Flamerock"
"Pyros elemental","Eureka Pyros"
"Pyros gremlin","Flurry"
"Pyros gulo gulo","West Flamerock"
"Pyros hardwood golem","East Flamerock"
"Pyros hawk","West Flamerock"
"Pyros hecteyes","The Cavern of the Second Cant"
"Pyros kongamato","Flurry"
"Pyros nanka","Flurry"
"Pyros parthenope","West Flamerock"
"Pyros piranu","West Flamerock"
"Pyros pudding","West Flamerock"
"Pyros serpent","Northeastern Ice Needles"
"Pyros shuck","The Cavern of the Second Cant"
"Pyros slime","West Flamerock"
"Pyros slug","Flurry"
"Pyros snake","Flurry"
"Pyros treant","East Flamerock"
"Pyros wolf","Flurry"
"Pyros wood golem","East Flamerock"
"Pyros wraith","Northeastern Ice Needles;Southwestern Ice Needles"
"Pyros zoblyn","Flurry"
"python","Submerged Skyline"
"Qalyana brahmin","Qalyana Nilya"
"Qalyana kshatriya","Qalyana Nilya"
"Qalyana shudra","Qalyana Nilya"
"Qarn facer","The Sunken Temple of Qarn"
"Qarn guardian","The Sunken Temple of Qarn (Hard) (Zone)"
"Qiqirn beater","Buscarron's Scar;Alder Springs"
"Qiqirn eggcandler","Lower La Noscea"
"Qiqirn eggdigger","The Salt Strand"
"Qiqirn egglifter","Bentbranch"
"Qiqirn gullroaster","Gullperch Tower;Bloodshore"
"Qiqirn meatcarrier","The Ziggurat"
"Qiqirn meateater","The Ziggurat;The Carmine Kitchen;The Last Forest"
"Qiqirn meatgnasher","The Ziggurat"
"Qiqirn plucker","Tiller's Rest"
"Qiqirn roerunner","Wellwick Wood"
"Qiqirn roostkeep","Tiller's Rest"
"Qiqirn scrambler","Bentbranch"
"Qiqirn trafficker","Wellwick Wood"
"Qiqirn yolkdrainer","Broken Water"
"Qiqirn yolkshaker","Lower La Noscea"
"quarantine node","Sector VII"
"queen hawk","Saint Mocianne's Arboretum"
"queen's gunner","The Hall of Hieromancy"
"queen's knight","The Hall of Hieromancy"
"queen's soldier","The Hall of Hieromancy"
"queen's warrior","The Hall of Hieromancy"
"queer bubble","Brayflox's Longstop"
"quicksand basilisk","The Dry Sands"
"quickwater snake","The Val River Swale;Klauser's Peace"
"quivering coffer","Shoal Rock;Heaven-on-High (Zone)"
"rabbit's tail","Voeburtenburg"
"rabid aurochs","Skull Valley"
"rabid mongrel","Drybone"
"rabid wolverine","The Forest of the Lost Shepherd"
"Rabisu","Sil'dih Excavation Site"
"Radiant crab","The Arrapago Remnants"
"rafflesia","Scar's Edge"
"Rageclaw","Skull Valley"
"ragged ratel","The Makers' Quarter"
"raging vajralangula","The Perfumed Rise"
"raging valras","The Perfumed Rise"
"rain sprite","The Orchard;Heartbreak Holt"
"rainbow drop","East Flamerock"
"rainbow lorikeet","Voeburtenburg"
"rainbow tiger","Valley of the Fallen Rainbow"
"raiun","Floor 30 (Heaven-on-High)"
"Raktapaksa","Ashfall"
"rambling valras","The Perfumed Rise"
"rampant cobra","North Silvertear"
"ranch wamoura","The Lost City of Amdapor (Zone)"
"rancor flame","Bronze Lake"
"Rangda","Akh Fahl Lye"
"raptor poacher","Nine Ivies"
"rasher hog","Western Thanalan"
"rasher swine","Cleric"
"Raskovnik","Telmatology (Hard)"
"Rastaban","Ohl Tahn"
"rat king","The Grey Fleet"
"Ratfinx Twinkledinks","Advanced Clevering"
"Rathalos","The Azim Steppe"
"Ravana's will","Carteneau Flats: Borderland Ruins"
"raveled raincatcher","Brayflox's Longstop (Zone);Brayflox's Longstop (Hard) (Zone)"
"ravenous billygoat","Drybone"
"ravenous silver wolf","Dragonhead"
"ravenous smilodon","The Forest of the Lost Shepherd"
"raw sludge","The Honey Yard"
"razana","Tears of the Gods"
"razor plume","The Howling Eye (Zone)"
"rearguard bit","The Third Armory"
"rearguard mine","The Third Armory"
"Reaver coeurl","The Isles of Umbra"
"recluse hippogryph","Dzemael Darkhold (Zone)"
"red aevis","Dragonhead;Whitebrim;North Silvertear"
"Red ambusher","Sakazuki"
"red bonnet","Heartbreak Holt"
"Red bukan","The Isle of Zekki"
"red chocobo","Old Bozja;The Glittering Basin"
"red dragon","Syrcus Tower"
"red eye","Southwestern Ice Needles"
"Red honkan","The Isle of Zekki"
"Red hyoe","The Isle of Zekki"
"red jackal","Cedarwood"
"red marshmallow","Coerthas Central Highlands"
"Red pillager","The Isle of Bekko"
"Redbelly larcener","No Man's Hovel;Silent Arbor"
"redhorn ogre","Providence Point"
"reflection of Karlabos","The Teeth"
"Reflective Rebekkah","Blue Sky"
"Refurbisher 0","Life Support"
"regolith","Southern Mare Lamentorum"
"reinforced whelk ballista","Sapsa Spawning Grounds"
"reinforcement steeldrone","Loth ast Gnath"
"remedy bomb","Incubator 66"
"remembird","Canal Town"
"remora","Lethe"
"Renaud","Bioweapon Storage"
"reptoid","Beta Quadrant"
"repurposed dreadnaught","The Gamma Segregate"
"restless raptor","Raincatcher Gully;Camp Overlook"
"restraint collar","Airship Landing (Baelsar's Wall)"
"retooled enforcement droid","Crimson Ward"
"retuned magitek bit","Hall of the Scarlet Swallow"
"revenant","Sorrel Haven;Amberscale Rock;Rootslake;The Fury's Gaze"
"rhino beetle","The Gensui Chain;Uyuyub'"
"Rhitahtyn the Unshakable","Saltcrystal Strings"
"ridgetrap","Sentinel (Landmark)"
"right claw","Blue Sky"
"right foreleg","The Burden of the Father"
"right hand of the undertow","Blue Sky"
"right hindleg","The Burden of the Father"
"right wing","The Voiceless Muse"
"ringtail","The Long Climb"
"Ripe Rampager","Lifemend Stump"
"river hikagiri","The Timid Current;The Wrathful Current"
"river ray","The Timid Current;The Wrathful Current"
"river scorpion","The Timid Current;The Wrathful Current"
"river unkiu","The Timid Current;The Wrathful Current"
"riverbank toad","Moraby Bay"
"rivertoad","Moraby Bay"
"robber rat","The Last Forest"
"Roc","Gates of Judgement"
"rock biter","The Gamma Segregate"
"rock of Albus","Vicus Messorum"
"rockfin","Uncanny Valley (Area)"
"rockskin peiste","Broken Water"
"Rongeur","Daniffen Pass"
"Ronkan dreamer","The Qitari Dissent"
"Ronkan idol","The Qitari Dissent;The Qitana Ravel (Area);The K'mul Astropolis (Echo)"
"Ronkan thorn","The Qitari Dissent;The Qitana Ravel (Area)"
"Ronkan vessel","The Qitari Dissent;The Qitana Ravel (Area)"
"Rookery diresaur","The Rookery"
"Rookery master","The Rookery"
"rose bud","Saint Mocianne's Arboretum"
"Rose Garden","Saint Mocianne's Arboretum"
"rose hip","Saint Mocianne's Arboretum"
"rosebear","Timh Gyeus"
"Rostnsthal the Reborn","Outer La Noscea"
"rotten jam","Upper La Noscea"
"rotten mandragora","Southern Entrenchment"
"rotting captive","The Isle of the Dead"
"rotting corpse","The Invisible City"
"rotting eye","Hall of the Tainted"
"rotting noble","The Invisible City"
"rotting sentinel","Jadeite Thick"
"royal bladebearer","The Jasper Walls"
"royal cupbearer","The Jasper Walls"
"royal custard","The Jade Paths"
"royal oak","Saint Mocianne's Arboretum"
"Rrax Yity'a","Yak T'el"
"rroneek","Pyariyoanaan Plain"
"ruby hornbill","The Isle of Bekko"
"Ruby Princess","Akashio Hall"
"rudis beak","Halatali"
"ruffled hornbill","The Glittering Basin"
"Ruffletuft Kupta Kapa","Thornmarch"
"ruins crawler","The Sunken Temple of Qarn (Hard) (Zone)"
"ruins dross","The Lost City of Amdapor (Zone)"
"ruins wamoura","Amdapor Keep (Hard) (Zone)"
"ruins wamouracampa","Amdapor Keep (Hard) (Zone)"
"Ruminator","Mare Lamentorum"
"runagate imp","Sil'dih Excavation Site"
"runaway coblyn","The Outer Circuit"
"Rusalka","The Tempest"
"rusted dreadnaught","The West Val River Bank"
"rutting buffalo","Bloodshore"
"ruud suud","Whitherwander;Hidden Tear"
"sable back","Runstop Frontblock"
"sabotender","Broken Water"
"sabotender bailaor","Broken Water"
"Sabotender Bailarina","Central Thanalan"
"sabotender campeador","The Sunken Temple of Qarn (Hard) (Zone)"
"sabotender del sol","Drybone"
"sabotender desertor","The Wet Sands"
"sabotender emperatriz","The Sunken Temple of Qarn (Hard) (Zone)"
"sabotender guardia","The Sunken Temple of Qarn (Hard) (Zone)"
"sabotender mariachi","The Val River Source"
"sabotender soldado","The Sunken Temple of Qarn (Hard) (Zone)"
"sacred idol","The Wanderer's Palace (Hard) (Zone)"
"sacred marid","Djanan Qhat"
"sacred spear","The Wanderer's Palace (Hard) (Zone)"
"sacred standard","The Wanderer's Palace (Hard) (Zone)"
"Safat","Coerthas Central Highlands"
"Sahagin sapper","Sahagin Landbase"
"Sahagin skirmisher","Sahagin Landbase"
"Sahagin waverider","Sapsa Spawning Grounds"
"sai taisui","The Heart of Water;The Heart of Earth;The Heart of Wind;The Wrathful Current;The Dairyu Chain"
"saichania","Scree"
"saiga","Regio Domorum"
"salivating hanuman langur","The Shroud of the Samgha"
"sallet crab","Hullbreaker Isle"
"Sally the Sweeper","Living Memory"
"Salt and Light","The Lochs"
"salt dhruva","The White Aisle"
"salt swallow","Lookback Cave"
"salt swallow larva","Lookback Cave"
"saltwater aurelia","Moraby Bay;The Gods' Grip"
"salvaged vanguard F-1","Horizon's Edge"
"samurai corpse","The East Val River Bank"
"sanctuary skipper","Sudden Torment"
"sanctuary tsanahale","Ratatoskr's Peace"
"sand bat","The Dry Sands"
"sand mole","The Fields of Amber"
"sandcake","Foundation Framework;Sediment Trough"
"sandshell","The Wet Sands"
"sandskin peiste","Broken Water"
"sandskin sibilus","The Fields of Amber"
"sandstorm","The Wet Sands"
"sandsucker","The Fields of Amber"
"sandtoad","Nophica's Wells"
"Sanduruva","Prosperity's Promise;Wisdom's Ward"
"sandworm","Sagolii Desert;Forgotten Springs"
"sanitary node","Sector II"
"sankchinni","Eil Tohm"
"Sanu Vali of Dancing Wings","The Sea of Clouds"
"sanuwa Gundu","The Protector"
"sapria","East End"
"Sarameya","Drybone"
"sarcosuchus","Peat Bogs"
"sarracenia","The Ja Tiika Heartland"
"Sartauvoir the Inferno","Old Bozja"
"sasquatch","Hullbreaker Isle"
"Sastasha orobon","Sastasha"
"Sastasha pugil","Sastasha (Hard)"
"Sateli Hueloc of the South Wind","Natalan"
"satin plume","The Howling Eye (Zone)"
"sawtooth","Modification Cell"
"scabrous jotunn","Horrea Campi"
"Scale Eater","The Footfalls;Horizon's Edge"
"scalepuk","Moraby Bay"
"Scape leech","The Val River Swale"
"scaphite","The Silent King"
"scarab beetle","Central Amdapor (Hard);Rustrock"
"Scarface Bugaal Ja","Bronze Lake"
"scarlet tentacle","Undersea Entrance"
"scarred antelope","Upper Paths"
"scarred caracal","The Blind Forest of Yx'Maja"
"scarred jackal","Skull Valley"
"scavenging u'out","Uyuypoga"
"Schola armored weapon","Crash Site"
"Schola avenger","The Field of Soot;The Field of Ash"
"Schola canis pugnax","The Trenches;Crash Site"
"Schola colossus","The Field of Ash"
"Schola colossus rubricatus","The Field of Ash"
"Schola eques","The Trenches;Crash Site;The Field of Soot;The Field of Ash"
"Schola gunship","The Trenches"
"Schola hexadrone","The Field of Ash"
"Schola Mark II colossus","The Field of Ash"
"Schola predator","The Trenches;Crash Site;The Field of Soot;The Field of Ash"
"Schola rearguard","The Field of Ash"
"Schola scorpion","The Field of Soot"
"Schola sky armor","The Trenches"
"schorl doblyn","The Blue Sands"
"scissorjaws","The Fields of Amber"
"Scitalis","The Churning Mists"
"scorpion hawk","The Makers' Quarter"
"scout wolf","Gelmorra Ruins"
"scouting node","IC-08 Control"
"scrambled engineer","Automachina Research"
"scrambled iron claw","Automachina Research"
"scrambled iron giant","Automachina Research"
"scrambled paladin","Automachina Research"
"scrap","Life Support"
"scrap Byblos","Steel Gateway"
"scrap gargoyle","Steel Gateway"
"scraper","Greatest Endsvale"
"screamer","Pharos Sirius (Zone)"
"Scree gnome","Scree"
"scurvy dog","Sastasha"
"Scylla","Syrcus Tower"
"scythe mantis","Halatali"
"sea anemone","The Trinculo Shelf"
"sea beggar","Eil Tohm"
"sea bishop","The Val River Swale"
"sea gelatin","The Norvrandt Slope"
"sea monk","The Whipjacks"
"sea pugil","Squib Sands"
"sea serpent","Rasen Kaikyo"
"sea wasp","Halfstone"
"seaboard angler","Squib Sands"
"seaboard ogrebon","Squib Sands"
"searching bit","Regio Urbanissima"
"searching roader","Palatium Novum"
"searching satellite","Regio Urbanissima"
"searching slasher","The Eblan Rime;Regio Urbanissima"
"seawater sprite","Hullbreaker Isle"
"Sebek","Snowcloak (Landmark)"
"security mammet","Costa del Sol"
"security node","Core Override"
"seeker bat","Yesterland"
"seemingly ordinary imp","Nophica's Wells"
"Sekhmet","Raincatcher Gully"
"Senmurv","The Dravanian Forelands"
"sentient inkhorn","School of Phantasmagoria"
"sentient tome","School of Phantasmagoria;Middle Floors"
"Sephirot","Containment Bay S1T7"
"Seps","Whitebrim"
"septic slime","Copperbell Mines (Hard) (Zone)"
"sepulture gargoyle","Central Conveyance Unit"
"Ser Yuhelmeric","Lord Commander's Seat"
"Serket","Sagolii Desert;The Val River Swale"
"Serpent of the Ruby Sea","The Coral Banquet"
"Serpent Reaver bluetail","The Isles of Umbra"
"Serpent Reaver deckhound","Empty Heart"
"Serpent Reavest tail","Limsa Lominsa Upper Decks"
"servant of the sage","Serenity (Landmark)"
"servitor's lantern","Second Floor (Haukke Manor)"
"servomechanical chimera 14X","Eureka Orthos"
"servomechanical minotaur 16","Eureka Orthos"
"Sethuli Hueloc of the West Wind","Natalan"
"seven-spot nanka","Chocobo Forest"
"seven-spot ninki nanka","Chocobo Forest"
"seven-year gnat","Nine Ivies"
"severed slug","Dimwold"
"severely severed slug","Dimwold"
"sewer rat","Upper Paths"
"Sewer Syrup","Western Thanalan"
"shabti","Soldiery Gallery"
"shade seeker","Sastasha"
"shadow bat","Western La Noscea;Eastern La Noscea"
"shadow of the sage","Serenity (Landmark)"
"shadow sprite","The Chrysalis (Zone);The Isles of Umbra"
"shadow wing","The Anemos Seam"
"shadow wraith","Newvoid"
"Shadow-dweller Yamini","The Fringes"
"Shadowkeeper","Laxan Loft (Zone)"
"shadowy mist","Ala Gannha"
"shadowy shade","Ala Gannha"
"shadowy spume","Ala Gannha"
"shale golem","Alder Springs"
"shallows monk","The Arrapago Remnants"
"shallows ogrebon","The Arrapago Remnants"
"shallows xzomit","The Arrapago Remnants"
"shaper-rook","Central Decks"
"shapeshifting bloodsucker","Shades of Grief"
"shard doblyn","U'Ghamaro Mines"
"Sharlayan mimic","The Lower Reaches"
"sharpshell of the Red","Shoal Rock;The Isle of Zekki;Hells' Lid (Landmark)"
"sharptooth orobon","Rootslake"
"shattering cap","Copperbell Mines (Hard) (Zone)"
"Shearing Sheridan","Three-malm Bend"
"shelfclaw chief","Sapsa Spawning Grounds"
"shelfclaw guard","Sapsa Spawning Grounds"
"shelfclaw Reaver","Halfstone"
"shelfscale chief","Sapsa Spawning Grounds"
"shelfscale guard","Sapsa Spawning Grounds"
"shelfscale Reaver","Halfstone"
"shelftooth chief","Sapsa Spawning Grounds"
"shelftooth guard","Sapsa Spawning Grounds;Reaver Hide"
"Shezmu","Raincatcher Gully"
"Shiden Skyscream","Kugane"
"shield dragon","The Stone Vigil (Hard) (Zone)"
"shield dragon in waiting","Four Arms"
"shikigami koja","Valley of the Fallen Rainbow"
"shikigami of the pyre","Blue Sky"
"shikigami of the undertow","Blue Sky"
"Shinryu","The Lochs"
"Shisui Yohi","Shisui Gokagura"
"shoal iwamushi","Shoal Rock"
"Shockmaw","Elpis"
"shore jellyfish","Onokoro"
"shore slug","Three-malm Bend"
"shorttail sibilus","The Fields of Amber"
"shrapnel","The Dry Sands"
"Shredder","Redbelly Hive"
"Shroud hare","Alder Springs;Everschade"
"shugen tengu","The West Val River Bank"
"sibilus","The Fields of Amber"
"siege goobbue","Tapaxoli"
"sifaka","Hullbreaker Isle"
"silkmoth","Weathering"
"silt golem","The Soil Bed"
"silver axe beak","The Burning Wall"
"silver falcon","The Keeper of the Lake (Zone)"
"silver wolf","Riversmeet"
"Silverscales lurker","The Wanderer's Palace (Hard)"
"Silverscales pontificator","Bronze Lake"
"Silverscales sabreur","Bronze Lake"
"Silverscales sophist","The Wanderer's Palace (Hard) (Zone)"
"Silverscales stabler","The Wanderer's Palace (Hard)"
"Silverscales warder","The Wanderer's Palace (Hard)"
"Silverscales zenist","The Wanderer's Palace (Hard) (Zone)"
"Silvertear cobra","North Silvertear"
"simple bomb incubator","Second Level;Sapper Tunnel"
"Simurgh","Fool Falls"
"Simurgh's strider","The Anemos Seam"
"singha","The Temple of the Fist (Zone)"
"singha cub","The Temple of the Fist (Zone)"
"singularity fragment","The Gloriole"
"singularity trace","Twelvefold"
"Sinister","The Queen's Bedchamber"
"sinking arrogance","Aetherial Lens (Area)"
"sinking cynicism","Aetherial Lens (Area)"
"sinking desire","Abyssal Plane"
"sinking dishonesty","Aetherostatic Peak"
"sinking dissension","Abyssal Plane"
"sinking imparity","Aetherostatic Peak"
"sinking impatience","Aetherostatic Peak"
"sinking partiality","Abyssal Plane"
"sinking resentment","Aetherial Lens (Area)"
"sinking rivalry","Aetherial Lens (Area)"
"siren","The Isles of Umbra;Pharos Sirius (Zone)"
"Sirius elbst","Pharos Sirius (Zone)"
"Sirius leech","Pharos Sirius (Zone)"
"Sirius pugil","Pharos Sirius (Zone)"
"Sirius screamer","Fifth and Fourth Levels;Fuel Chamber"
"Sirius uragnite","Pharos Sirius (Zone)"
"Sirocco","Upper Paths"
"Sisiutl","The Sea of Clouds"
"sizable slug","Dimwold"
"Sjoorm","Hullbreaker Isle"
"Skadi","Dragonhead"
"skainsmate","Amdapor Keep (Hard) (Zone)"
"Skalla nanka","Lookback Cave"
"Skalla soblyn","Lookback Cave"
"skatene","School of Fantastics"
"skeleton noble","Heartbreak Holt;Klauser's Howe"
"skeleton soldier","The Tam-Tara Deepcroft;Witchdrop"
"skimmer","East End"
"skinless deckhand","The Jane Guy"
"skinless skipper","The Jane Guy"
"Skogs Fru","Middle La Noscea"
"Skoll","The Garden of Despite"
"sky armor reinforcement","Via Praetoria (Baelsar's Wall)"
"skybound sea anemone","The Norvrandt Slope"
